fdcId,description,Calcium(Milligrams),Calories,Iron(Milligrams),Magnesium(Milligrams),Potassium(Milligrams),Protein(Grams),Vitamin A(Micrograms),Vitamin B-12(Micrograms),Vitamin C(Milligrams),Vitamin D(Micrograms),Zinc(Milligrams)
2709117,"Rice, white, with vegetables, soy-based sauce, no added fat",12.0,94.0,0.83,12.0,61.0,2.22,43.0,0.01,0.6,0.0,0.37
2709118,"Rice, white, with vegetables, soy-based sauce, fat added",12.0,106.0,0.82,12.0,60.0,2.18,43.0,0.01,0.6,0.0,0.36
2709119,"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",80.0,140.0,0.55,31.0,113.0,4.51,57.0,0.08,0.7,0.2,0.79
2709120,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",81.0,130.0,0.56,31.0,114.0,4.57,58.0,0.08,0.7,0.2,0.8
2709121,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",80.0,140.0,0.55,31.0,113.0,4.51,57.0,0.08,0.7,0.2,0.79
2709122,"Rice, brown, with vegetables and gravy, NS as to fat",9.0,105.0,0.49,27.0,89.0,2.24,38.0,0.0,0.6,0.0,0.51
2709123,"Rice, brown, with vegetables and gravy, no added fat",9.0,94.0,0.49,27.0,90.0,2.27,39.0,0.0,0.6,0.0,0.52
2709124,"Rice, brown, with vegetables and gravy, fat added",9.0,105.0,0.49,27.0,89.0,2.24,38.0,0.0,0.6,0.0,0.51
2709125,"Rice, brown, with vegetables, soy-based sauce, NS as to fat",8.0,105.0,0.5,28.0,87.0,2.27,38.0,0.01,0.6,0.0,0.5
2709126,"Rice, brown, with vegetables, soy-based sauce, no added fat",8.0,94.0,0.5,28.0,88.0,2.3,39.0,0.01,0.6,0.0,0.51
2709127,"Rice, brown, with vegetables, soy-based sauce, fat added",8.0,105.0,0.5,28.0,87.0,2.27,38.0,0.01,0.6,0.0,0.5
2709176,"Grapefruit juice, 100%, freshly squeezed",9.0,39.0,0.2,12.0,162.0,0.5,1.0,0.0,38.0,0.0,0.05
2709177,"Grapefruit juice, 100%, NS as to form",12.0,40.0,0.04,9.0,134.0,0.56,2.0,0.0,31.8,0.0,0.04
2709178,"Grapefruit juice, 100%, canned, bottled or in a carton",12.0,40.0,0.04,9.0,134.0,0.56,2.0,0.0,31.8,0.0,0.04
2709179,"Grapefruit juice, 100%, with calcium added",146.0,39.0,0.06,9.0,132.0,0.51,16.0,0.0,22.2,0.0,0.04
2709186,"Orange juice, 100%, NFS",56.0,47.0,0.06,10.0,181.0,0.77,2.0,0.0,28.7,0.4,0.03
2709187,"Orange juice, 100%,  freshly squeezed",9.0,47.0,0.07,10.0,183.0,0.81,2.0,0.0,30.5,0.0,0.03
2709188,"Orange juice, 100%, canned, bottled or in a carton",11.0,47.0,0.06,10.0,182.0,0.77,2.0,0.0,28.7,0.0,0.03
2709189,"Orange juice, 100%, with calcium added, canned, bottled or in a carton",141.0,47.0,0.06,10.0,181.0,0.77,2.0,0.0,28.7,1.0,0.03
2709190,"Orange juice, 100%, frozen, reconstituted",13.0,42.0,0.09,11.0,180.0,0.68,4.0,0.0,41.3,0.0,0.05
2709191,"Orange juice, 100%, frozen, not reconstituted",38.0,148.0,0.33,35.0,629.0,2.4,13.0,0.0,145.0,0.0,0.16
2709192,"Orange juice, 100%, with calcium added, frozen, reconstituted",167.0,42.0,0.09,11.0,180.0,0.68,4.0,0.0,41.4,0.0,0.05
2709197,"Apricot, dried",55.0,241.0,2.66,32.0,1160.0,3.39,180.0,0.0,1.0,0.0,0.39
2709198,"Blueberries, dried",19.0,317.0,0.9,18.0,214.0,2.5,7.0,0.0,23.8,0.0,0.49
2709199,"Cherries, dried",38.0,333.0,0.68,22.0,376.0,1.25,141.0,0.0,19.3,0.0,0.25
2709205,"Mango, dried",0.0,319.0,0.23,20.0,279.0,2.45,67.0,0.0,42.3,0.0,0.3
2709208,"Pear, dried",34.0,262.0,2.1,33.0,533.0,1.87,0.0,0.0,7.0,0.0,0.39
2709210,"Pineapple, dried",32.0,347.0,0.16,35.0,365.0,1.22,4.0,0.0,31.1,0.0,0.3
2709216,"Applesauce, regular",4.0,75.0,0.04,4.0,101.0,0.25,0.0,0.0,40.8,0.0,0.0
2709217,"Applesauce, unsweetened",4.0,52.0,0.04,4.0,108.0,0.27,0.0,0.0,43.7,0.0,0.0
2709218,"Applesauce, flavored",4.0,75.0,0.04,4.0,101.0,0.25,0.0,0.0,40.8,0.0,0.0
2709219,Apple pie filling,4.0,100.0,0.29,2.0,45.0,0.1,2.0,0.0,1.7,0.0,0.04
2709221,"Apricot, raw",13.0,48.0,0.39,10.0,259.0,1.4,96.0,0.0,10.0,0.0,0.2
2709222,"Apricot, canned",7.0,57.0,0.3,6.0,177.0,0.65,90.0,0.0,3.1,0.0,0.1
2709223,"Avocado, raw",12.0,160.0,0.55,29.0,485.0,2.0,7.0,0.0,10.0,0.0,0.64
2709229,"Cherries, maraschino",54.0,165.0,0.43,4.0,21.0,0.22,2.0,0.0,0.0,0.0,0.26
2709231,"Cherries, raw",12.0,71.0,0.11,12.0,230.0,1.04,3.0,0.0,10.4,0.0,0.06
2709232,"Cherries, canned",10.0,74.0,0.34,8.0,121.0,0.71,7.0,0.0,2.0,0.0,0.07
2709233,"Cherries, frozen",12.0,71.0,0.11,12.0,230.0,1.04,3.0,0.0,10.4,0.0,0.06
2709237,"Grapes, raw",10.0,83.0,0.18,8.0,224.0,0.9,3.0,0.0,3.2,0.0,0.04
2709242,"Mango, raw",11.0,60.0,0.16,10.0,168.0,0.82,54.0,0.0,36.4,0.0,0.09
2709243,"Mango, canned",8.0,65.0,0.12,8.0,114.0,0.62,34.0,0.0,21.8,0.0,0.07
2709244,"Mango, frozen",11.0,60.0,0.16,10.0,168.0,0.82,54.0,0.0,36.4,0.0,0.09
2709254,"Pear, raw",9.0,59.0,0.18,7.0,104.0,0.37,1.0,0.0,4.3,0.0,0.09
2709255,"Pear, Asian, raw",4.0,42.0,0.0,8.0,121.0,0.5,0.0,0.0,3.8,0.0,0.02
2709256,"Pear, canned, NFS",5.0,52.0,0.25,5.0,75.0,0.2,0.0,0.0,1.0,0.0,0.09
2709257,"Pear, canned, in syrup",4.0,59.0,0.2,4.0,49.0,0.18,0.0,0.0,0.9,0.0,0.08
2709258,"Pear, canned, juice pack",6.0,45.0,0.29,6.0,100.0,0.23,0.0,0.0,1.1,0.0,0.1
2709260,"Pineapple, raw",12.0,60.0,0.05,13.0,137.0,0.46,3.0,0.0,58.6,0.0,0.11
2709261,"Pineapple, canned, NFS",15.0,55.0,0.42,17.0,141.0,0.42,2.0,0.0,7.1,0.0,0.12
2709262,"Pineapple, canned, in syrup",14.0,62.0,0.37,17.0,117.0,0.4,2.0,0.0,7.1,0.0,0.11
2709263,"Pineapple, canned, juice pack",16.0,48.0,0.46,18.0,166.0,0.44,2.0,0.0,7.0,0.0,0.12
2709264,"Pineapple, frozen",12.0,60.0,0.05,13.0,137.0,0.46,3.0,0.0,58.6,0.0,0.11
2709265,"Plum, raw",6.0,46.0,0.17,7.0,157.0,0.7,17.0,0.0,9.5,0.0,0.1
2709266,"Plum, canned",5.0,55.0,0.13,5.0,106.0,0.52,11.0,0.0,5.7,0.0,0.08
2709273,"Blackberries, raw",29.0,43.0,0.62,20.0,162.0,1.39,11.0,0.0,21.0,0.0,0.53
2709274,"Blackberries, frozen",29.0,64.0,0.8,22.0,140.0,1.18,6.0,0.0,3.1,0.0,0.25
2709275,"Blueberries, raw",12.0,64.0,0.34,6.0,86.0,0.7,3.0,0.0,8.1,0.0,0.09
2709277,"Blueberries, frozen",8.0,51.0,0.18,5.0,54.0,0.42,2.0,0.0,2.5,0.0,0.07
2709280,Cranberry sauce,3.0,159.0,0.41,2.0,28.0,0.9,2.0,0.0,1.0,0.0,0.03
2709281,"Raspberries, raw",16.0,57.0,0.45,19.0,156.0,1.01,2.0,0.0,23.0,0.0,0.22
2709282,"Raspberries, frozen",16.0,57.0,0.45,19.0,156.0,1.01,2.0,0.0,23.0,0.0,0.22
2709283,"Strawberries, raw",17.0,36.0,0.26,13.0,161.0,0.64,1.0,0.0,59.6,0.0,0.11
2709284,"Strawberries, canned",13.0,92.0,0.49,8.0,86.0,0.56,1.0,0.0,31.7,0.0,0.09
2709285,"Strawberries, frozen",16.0,35.0,0.75,11.0,148.0,0.43,2.0,0.0,41.2,0.0,0.13
2709293,Apple salad with dressing,15.0,180.0,0.28,15.0,148.0,1.45,6.0,0.02,3.4,0.0,0.24
2709317,"Cranberry juice blend, 100% juice",10.0,46.0,0.12,6.0,90.0,0.12,0.0,0.0,21.2,0.0,0.05
2709318,"Cranberry juice blend, 100% juice, with calcium added",19.0,45.0,0.08,5.0,76.0,0.27,1.0,0.0,31.5,0.0,0.05
2709319,Apple cider,8.0,46.0,0.12,5.0,101.0,0.1,0.0,0.0,0.9,0.0,0.02
2709320,"Apple juice, 100%",7.0,48.0,0.06,5.0,97.0,0.09,0.0,0.0,38.6,0.0,0.0
2709321,"Apple juice, 100%, with calcium added",70.0,48.0,0.13,5.0,184.0,0.12,0.0,0.0,30.3,0.0,0.04
2709324,"Cranberry juice, 100%, not a blend",7.0,32.0,0.13,4.0,71.0,0.0,2.0,0.0,0.0,0.0,0.04
2709325,"Grape juice, 100%",8.0,66.0,0.08,6.0,50.0,0.18,0.0,0.0,50.4,0.0,0.04
2709326,"Grape juice, 100%, with calcium added",42.0,62.0,0.25,10.0,104.0,0.37,0.0,0.0,25.0,0.0,0.07
2709576,"Collards, raw",232.0,32.0,0.47,27.0,213.0,3.02,251.0,0.0,35.3,0.0,0.21
2709577,"Collards, fresh, cooked, no added fat",249.0,34.0,0.5,29.0,228.0,3.24,256.0,0.0,26.5,0.0,0.22
2709578,"Collards, frozen, cooked, no added fat",210.0,36.0,1.12,30.0,250.0,2.96,573.0,0.0,26.3,0.0,0.27
2709579,"Collards, NS as to form, cooked",242.0,58.0,0.49,28.0,222.0,3.15,260.0,0.0,25.7,0.0,0.22
2709580,"Collards, fresh, cooked, fat added, NS as to fat type",242.0,58.0,0.49,28.0,222.0,3.15,260.0,0.0,25.7,0.0,0.22
2709581,"Collards, frozen, cooked, fat added, NS as to fat type",204.0,58.0,1.09,29.0,243.0,2.88,568.0,0.0,25.6,0.0,0.26
2709582,"Collards, fresh, cooked with oil",242.0,61.0,0.49,28.0,222.0,3.14,248.0,0.0,25.7,0.0,0.22
2709583,"Collards, fresh, cooked with butter or margarine",242.0,54.0,0.49,28.0,222.0,3.16,273.0,0.0,25.7,0.1,0.22
2709584,"Collards, frozen, cooked with oil",203.0,61.0,1.09,29.0,243.0,2.88,557.0,0.0,25.6,0.0,0.26
2709585,"Collards, frozen, cooked with butter or margarine",204.0,55.0,1.08,29.0,244.0,2.89,579.0,0.0,25.6,0.0,0.26
2709599,"Kale, raw",254.0,43.0,1.6,33.0,348.0,2.92,241.0,0.0,93.4,0.0,0.39
2709600,"Kale, fresh, cooked, no added fat",272.0,46.0,1.72,35.0,373.0,3.13,245.0,0.0,70.1,0.0,0.42
2709601,"Kale, frozen, cooked, no added fat",150.0,44.0,0.84,25.0,144.0,2.93,146.0,0.0,17.7,0.0,0.27
2709602,"Kale, NS as to form, cooked",265.0,69.0,1.67,34.0,363.0,3.05,251.0,0.0,68.1,0.0,0.41
2709603,"Kale, fresh, cooked, fat added",265.0,69.0,1.67,34.0,363.0,3.05,251.0,0.0,68.1,0.0,0.41
2709604,"Kale, frozen, cooked, fat added",146.0,66.0,0.82,24.0,140.0,2.85,153.0,0.0,17.2,0.0,0.26
2709614,"Spinach, raw",68.0,27.0,1.26,93.0,582.0,2.85,283.0,0.0,26.5,0.0,0.45
2709615,"Spinach, fresh, cooked, no added fat",79.0,33.0,1.23,109.0,540.0,3.41,341.0,0.0,24.9,0.0,0.49
2709616,"Spinach, frozen, cooked, no added fat",153.0,34.0,1.95,82.0,301.0,4.0,601.0,0.0,2.2,0.0,0.49
2709617,"Spinach, canned, cooked, no added fat",127.0,23.0,2.3,76.0,346.0,2.81,490.0,0.0,13.6,0.0,0.46
2709618,"Spinach, fresh, cooked with oil",76.0,63.0,1.2,106.0,524.0,3.31,331.0,0.0,24.2,0.0,0.48
2709619,"Spinach, fresh, cooked with butter or margarine",77.0,55.0,1.2,106.0,525.0,3.33,358.0,0.0,24.2,0.1,0.48
2709620,"Spinach, NS as to form, cooked",77.0,59.0,1.2,106.0,524.0,3.32,344.0,0.0,24.2,0.0,0.48
2709621,"Spinach, fresh, cooked, fat added, NS as to fat type",77.0,59.0,1.2,106.0,524.0,3.32,344.0,0.0,24.2,0.0,0.48
2709622,"Spinach, frozen, cooked, fat added, NS as to fat type",149.0,56.0,1.9,79.0,293.0,3.89,595.0,0.0,2.1,0.0,0.48
2709623,"Spinach, canned, cooked, fat added, NS as to fat type",124.0,45.0,2.24,74.0,336.0,2.74,487.0,0.0,13.2,0.0,0.45
2709624,"Spinach, frozen, cooked with oil",148.0,59.0,1.9,79.0,292.0,3.88,584.0,0.0,2.1,0.0,0.47
2709625,"Spinach, frozen, cooked with butter or margarine",149.0,53.0,1.9,79.0,293.0,3.9,606.0,0.0,2.1,0.0,0.48
2709626,"Spinach, canned, cooked with oil",123.0,49.0,2.24,74.0,336.0,2.73,476.0,0.0,13.2,0.0,0.45
2709627,"Spinach, canned, cooked with butter or margarine",124.0,42.0,2.23,74.0,337.0,2.74,499.0,0.0,13.2,0.1,0.45
2709628,"Spinach, creamed",58.0,90.0,0.76,67.0,340.0,2.39,257.0,0.0,15.1,0.3,0.33
2709642,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",32.0,57.0,0.61,46.0,302.0,2.12,154.0,0.0,1.5,0.0,0.25
2709643,"Broccoli, raw",46.0,39.0,0.69,21.0,303.0,2.57,8.0,0.0,91.3,0.0,0.42
2709644,"Broccoli, cooked, from restaurant",46.0,77.0,0.69,21.0,300.0,2.55,27.0,0.0,76.6,0.0,0.42
2709645,"Broccoli, fresh, cooked, no added fat",48.0,41.0,0.72,22.0,315.0,2.67,8.0,0.0,80.6,0.0,0.44
2709646,"Broccoli, frozen, cooked, no added fat",33.0,28.0,0.61,13.0,142.0,3.09,51.0,0.0,40.0,0.0,0.28
2709647,"Broccoli, NS as to form, cooked",47.0,63.0,0.7,21.0,306.0,2.6,19.0,0.0,78.3,0.0,0.42
2709648,"Broccoli, fresh, cooked, fat added, NS as to fat type",47.0,63.0,0.7,21.0,306.0,2.6,19.0,0.0,78.3,0.0,0.42
2709649,"Broccoli, frozen, cooked, fat added, NS as to fat type",32.0,50.0,0.59,13.0,138.0,3.01,61.0,0.0,38.8,0.0,0.27
2709650,"Broccoli, fresh, cooked with oil",47.0,67.0,0.7,21.0,306.0,2.59,8.0,0.0,78.3,0.0,0.42
2709651,"Broccoli, fresh, cooked with butter or margarine",47.0,60.0,0.7,21.0,306.0,2.61,31.0,0.0,78.3,0.1,0.42
2709652,"Broccoli, frozen, cooked with oil",32.0,53.0,0.6,13.0,137.0,3.0,49.0,0.0,38.8,0.0,0.27
2709653,"Broccoli, frozen, cooked with butter or margarine",33.0,47.0,0.59,13.0,138.0,3.02,72.0,0.0,38.8,0.0,0.27
2709657,"Broccoli, chinese, raw",105.0,26.0,0.59,19.0,274.0,1.2,86.0,0.0,29.6,0.0,0.41
2709658,"Broccoli, Chinese, cooked",106.0,50.0,0.6,19.0,277.0,1.22,94.0,0.0,25.4,0.0,0.41
2709660,"Carrots, raw",36.0,44.0,0.12,12.0,258.0,0.87,762.0,0.0,4.2,0.0,0.2
2709661,"Carrots, raw, salad",30.0,212.0,0.39,13.0,283.0,1.25,521.0,0.02,6.1,0.0,0.23
2709662,"Carrots, raw, salad with apples",23.0,181.0,0.16,9.0,198.0,0.85,532.0,0.02,6.4,0.0,0.19
2709663,"Carrots, cooked, from restaurant",30.0,86.0,0.15,12.0,277.0,0.94,803.0,0.0,5.0,0.0,0.24
2709664,"Carrots, fresh, cooked, no added fat",31.0,50.0,0.16,12.0,291.0,0.98,824.0,0.0,5.2,0.0,0.25
2709665,"Carrots, frozen, cooked, no added fat",33.0,39.0,0.43,11.0,209.0,0.81,843.0,0.0,2.2,0.0,0.28
2709666,"Carrots, canned, cooked, no added fat",25.0,25.0,0.64,8.0,179.0,0.64,558.0,0.0,2.4,0.0,0.26
2709667,"Carrots, fresh, cooked with oil",30.0,76.0,0.16,12.0,282.0,0.95,800.0,0.0,5.1,0.0,0.24
2709668,"Carrots, fresh, cooked with butter or margarine",31.0,69.0,0.15,12.0,283.0,0.96,824.0,0.0,5.1,0.1,0.24
2709669,"Carrots, NS as to form, cooked",31.0,72.0,0.15,12.0,283.0,0.96,812.0,0.0,5.1,0.0,0.24
2709670,"Carrots, fresh, cooked, fat added, NS as to fat type",31.0,72.0,0.15,12.0,283.0,0.96,812.0,0.0,5.1,0.0,0.24
2709671,"Carrots, frozen, cooked, fat added, NS as to fat type",32.0,61.0,0.42,11.0,204.0,0.79,830.0,0.0,2.1,0.0,0.27
2709672,"Carrots, canned, cooked, fat added, NS as to fat type",25.0,47.0,0.62,8.0,174.0,0.63,553.0,0.0,2.4,0.0,0.25
2709673,"Carrots, frozen, cooked with oil",32.0,64.0,0.42,11.0,203.0,0.78,819.0,0.0,2.1,0.0,0.27
2709674,"Carrots, frozen, cooked with butter or margarine",33.0,57.0,0.42,11.0,204.0,0.8,842.0,0.0,2.1,0.0,0.27
2709675,"Carrots, canned, cooked with oil",24.0,50.0,0.63,8.0,174.0,0.62,542.0,0.0,2.4,0.0,0.25
2709676,"Carrots, canned, cooked with butter or margarine",25.0,44.0,0.62,8.0,175.0,0.64,565.0,0.0,2.4,0.1,0.25
2709677,"Carrots, glazed, cooked",35.0,97.0,0.2,12.0,270.0,0.9,756.0,0.0,4.6,0.0,0.23
2709678,"Carrots, canned, reduced sodium, cooked, no added fat",31.0,23.0,0.52,9.0,158.0,0.59,558.0,0.0,1.8,0.0,0.29
2709679,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",30.0,45.0,0.51,9.0,154.0,0.58,553.0,0.0,1.7,0.0,0.28
2709680,"Carrots, canned, reduced sodium, cooked with oil",30.0,49.0,0.51,9.0,153.0,0.57,542.0,0.0,1.7,0.0,0.28
2709681,"Carrots, canned, reduced sodium, cooked with butter or margarine",31.0,42.0,0.51,9.0,154.0,0.59,565.0,0.0,1.7,0.1,0.28
2709696,"Squash, winter, souffle",35.0,78.0,0.79,13.0,216.0,3.4,225.0,0.17,7.0,0.5,0.44
2709697,"Sweet potato, NFS",22.0,115.0,0.4,19.0,481.0,1.58,684.0,0.0,12.4,0.0,0.34
2709698,"Sweet potato, baked, NS as to fat",22.0,115.0,0.4,19.0,481.0,1.58,684.0,0.0,12.4,0.0,0.34
2709699,"Sweet potato, baked, no added fat",23.0,82.0,0.42,20.0,504.0,1.64,699.0,0.0,13.1,0.0,0.35
2709700,"Sweet potato, baked, fat added",22.0,115.0,0.4,19.0,481.0,1.58,684.0,0.0,12.4,0.0,0.34
2709701,"Sweet potato, boiled, NS as to fat",22.0,115.0,0.4,19.0,481.0,1.58,684.0,0.0,12.4,0.0,0.34
2709702,"Sweet potato, boiled, no added fat",23.0,82.0,0.42,20.0,504.0,1.64,699.0,0.0,13.1,0.0,0.35
2709703,"Sweet potato, boiled, fat added",22.0,115.0,0.4,19.0,481.0,1.58,684.0,0.0,12.4,0.0,0.34
2709704,"Sweet potato, candied",17.0,187.0,0.31,14.0,362.0,1.18,514.0,0.0,9.3,0.0,0.26
2709705,"Sweet potato, canned, NS as to fat",22.0,124.0,0.85,21.0,297.0,1.58,397.0,0.0,25.0,0.0,0.17
2709706,"Sweet potato, canned, no added fat",22.0,91.0,0.89,22.0,311.0,1.64,397.0,0.0,26.3,0.0,0.18
2709707,"Sweet potato, canned, fat added",22.0,124.0,0.85,21.0,297.0,1.58,397.0,0.0,25.0,0.0,0.17
2709708,"Sweet potato, casserole or mashed",39.0,99.0,0.34,17.0,420.0,1.89,565.0,0.04,10.4,0.0,0.35
2709709,"Sweet potato fries, NFS",55.0,192.0,0.81,27.0,431.0,2.27,457.0,0.0,7.5,0.0,0.4
2709710,Sweet potato chips,59.0,529.0,2.11,65.0,920.0,2.92,1180.0,0.0,0.0,0.0,0.53
2709711,"Sweet potato fries, frozen",55.0,192.0,0.81,27.0,431.0,2.27,457.0,0.0,7.5,0.0,0.4
2709712,"Sweet potato fries, from fresh",21.0,156.0,0.39,18.0,459.0,1.49,636.0,0.0,11.9,0.0,0.32
2709713,"Sweet potato fries, fast food / restaurant",46.0,305.0,0.69,23.0,364.0,1.92,386.0,0.0,6.3,0.0,0.34
2709714,"Sweet potato fries, school",55.0,192.0,0.81,27.0,431.0,2.27,457.0,0.0,7.5,0.0,0.4
2709715,Sweet potato tots,55.0,191.0,0.81,27.0,429.0,2.26,455.0,0.0,7.5,0.0,0.4
2709716,"Sweet potato tots, fast food / restaurant",51.0,240.0,0.76,25.0,401.0,2.12,425.0,0.0,7.0,0.0,0.37
2709717,"Sweet potato tots, school",55.0,192.0,0.81,27.0,431.0,2.27,457.0,0.0,7.5,0.0,0.4
2709719,"Tomatoes, raw",10.0,20.0,0.22,10.0,226.0,0.82,32.0,0.0,16.3,0.0,0.15
2709720,"Tomatoes, NS as to form, cooked",13.0,50.0,0.33,13.0,287.0,1.08,62.0,0.0,15.8,0.0,0.21
2709721,"Tomatoes, fresh, cooked",13.0,50.0,0.33,13.0,287.0,1.08,62.0,0.0,15.8,0.0,0.21
2709722,"Tomatoes, canned, cooked",29.0,43.0,0.56,10.0,193.0,0.82,31.0,0.0,12.2,0.0,0.12
2709723,"Tomatoes, scalloped",37.0,110.0,0.89,17.0,253.0,2.7,72.0,0.04,12.2,0.0,0.36
2709724,"Tomatoes, canned, reduced sodium, cooked",32.0,39.0,0.56,10.0,186.0,0.78,33.0,0.0,12.2,0.0,0.12
2709726,"Tomato, green, pickled",12.0,40.0,0.43,8.0,169.0,1.0,25.0,0.0,18.4,0.0,0.06
2709728,"Tomato juice, 100%",10.0,23.0,0.3,10.0,198.0,0.86,23.0,0.0,49.8,0.0,0.1
2709729,"Tomato juice, 100%, low sodium",10.0,23.0,0.3,10.0,198.0,0.86,23.0,0.0,49.8,0.0,0.1
2709730,Tomato juice cocktail,14.0,22.0,0.28,11.0,185.0,0.93,35.0,0.0,54.3,0.0,0.12
2709731,"Tomato and vegetable juice, 100%",14.0,22.0,0.28,11.0,185.0,0.93,35.0,0.0,54.3,0.0,0.12
2709732,"Tomato and vegetable juice, 100%, low sodium",11.0,22.0,0.42,11.0,193.0,0.6,78.0,0.0,27.7,0.0,0.2
2709734,"Ketchup, reduced sodium",15.0,101.0,0.35,13.0,281.0,1.04,26.0,0.0,4.1,0.0,0.17
2709735,Tomato chili sauce,20.0,92.0,0.8,12.0,370.0,2.5,34.0,0.0,16.0,0.0,0.16
2709756,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",11.0,122.0,0.16,8.0,142.0,0.52,13.0,0.0,5.3,0.0,0.13
2709761,Tomato sandwich on white,264.0,201.0,1.81,22.0,159.0,8.46,57.0,0.26,5.4,0.6,1.02
2709762,Tomato sandwich on wheat,239.0,199.0,1.71,36.0,194.0,9.44,57.0,0.26,5.4,0.6,1.25
2709767,"Asparagus, raw",24.0,20.0,2.14,14.0,202.0,2.2,38.0,0.0,5.6,0.0,0.54
2709769,"Green beans, raw",40.0,40.0,0.65,28.0,290.0,1.97,35.0,0.0,12.2,0.0,0.35
2709770,"Beets, raw",16.0,43.0,0.8,23.0,325.0,1.61,2.0,0.0,4.9,0.0,0.35
2709772,"Brussels sprouts, raw",42.0,43.0,1.4,23.0,389.0,3.38,38.0,0.0,85.0,0.0,0.42
2709773,"Cabbage, green, raw",42.0,31.0,0.07,14.0,207.0,0.96,5.0,0.0,40.3,0.0,0.21
2709774,"Cabbage, Chinese, raw",105.0,13.0,0.8,19.0,252.0,1.5,223.0,0.0,45.0,0.0,0.19
2709775,"Cabbage, red, raw",31.0,34.0,0.0,13.0,269.0,1.24,56.0,0.0,53.9,0.0,0.24
2709777,"Cauliflower, raw",22.0,25.0,0.42,15.0,299.0,1.92,0.0,0.0,48.2,0.0,0.27
2709778,"Celery, raw",46.0,17.0,0.0,11.0,265.0,0.49,22.0,0.0,3.1,0.0,0.09
2709783,"Corn, raw",2.0,86.0,0.52,37.0,270.0,3.27,9.0,0.0,6.8,0.0,0.46
2709784,"Cucumber, raw",16.0,16.0,0.0,10.0,170.0,0.62,5.0,0.0,2.8,0.0,0.2
2709785,"Eggplant, raw",9.0,25.0,0.23,14.0,229.0,0.98,1.0,0.0,2.2,0.0,0.16
2709786,"Garlic, raw",181.0,143.0,1.7,25.0,401.0,6.62,0.0,0.0,10.0,0.0,1.16
2709789,"Lettuce, raw",31.0,20.0,0.26,11.0,249.0,0.92,302.0,0.0,8.0,0.0,0.26
2709790,"Lettuce, Boston, raw",43.0,18.0,0.4,12.0,321.0,0.88,375.0,0.0,9.3,0.0,0.3
2709791,"Lettuce, arugula, raw",160.0,25.0,1.46,47.0,369.0,2.58,119.0,0.0,15.0,0.0,0.47
2709793,"Mushrooms, raw",5.0,31.0,0.23,10.0,371.0,2.9,0.0,0.04,2.1,0.0,0.5
2709794,"Onions, green, raw",72.0,32.0,1.48,20.0,276.0,1.83,50.0,0.0,18.8,0.0,0.39
2709795,"Onions, raw",17.0,38.0,0.24,9.0,171.0,0.86,0.0,0.0,8.2,0.0,0.17
2709797,"Green peas, raw",25.0,81.0,1.47,33.0,244.0,5.42,38.0,0.0,40.0,0.0,1.24
2709798,"Peppers, hot, raw",13.0,34.0,0.64,19.0,285.0,1.39,51.0,0.0,131.0,0.0,0.2
2709799,"Peppers, raw, NFS",6.0,27.0,0.27,10.0,188.0,0.81,88.0,0.0,121.0,0.0,0.16
2709800,"Peppers, sweet, green, raw",7.0,23.0,0.19,9.0,163.0,0.72,18.0,0.0,99.5,0.0,0.13
2709801,"Peppers, sweet, red, raw",6.0,31.0,0.35,11.0,213.0,0.9,157.0,0.0,142.0,0.0,0.2
2709802,"Peppers, banana, raw",14.0,27.0,0.46,17.0,256.0,1.66,17.0,0.0,82.7,0.0,0.25
2709804,"Rutabaga, raw",43.0,37.0,0.44,20.0,305.0,1.08,0.0,0.0,25.0,0.0,0.24
2709822,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",32.0,24.0,0.31,19.0,272.0,1.07,239.0,0.0,9.6,0.0,0.24
2709823,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",31.0,23.0,0.31,20.0,273.0,1.19,178.0,0.0,15.8,0.0,0.25
2709824,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",28.0,54.0,0.37,22.0,322.0,1.29,195.0,0.0,9.9,0.0,0.33
2709825,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",149.0,91.0,0.28,21.0,238.0,4.94,253.0,0.18,7.9,0.1,0.84
2709826,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",35.0,50.0,0.48,17.0,242.0,3.4,221.0,0.22,7.7,0.4,0.4
2709827,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",93.0,71.0,0.37,18.0,239.0,4.24,230.0,0.22,7.8,0.3,0.63
2709828,"Lettuce, wilted, with bacon dressing",33.0,84.0,0.33,13.0,256.0,2.77,295.0,0.06,10.9,0.1,0.43
2709834,"Asparagus, fresh, cooked, no added fat",26.0,21.0,2.29,15.0,217.0,2.36,39.0,0.0,5.1,0.0,0.58
